+------+---------------------------------------------------------------------------------+------------------------+---------------+
| Rank |                                    Drug Name                                    |      Target Name       | Binding Score |
| 1814 |                                 NCGC00381098-01                                 | SARS-CoV2 3CL Protease |     18.52     |
| 1815 |                         NCGC00167441-02&NCGC00167441-07                         | SARS-CoV2 3CL Protease |     18.52     |
| 1816 |                                 NCGC00370906-01                                 | SARS-CoV2 3CL Protease |     18.60     |
| 1817 |                                 NCGC00378898-01                                 | SARS-CoV2 3CL Protease |     18.64     |
| 1818 |                 NCGC00182965-05&NCGC00182965-11&NCGC00260902-01                 | SARS-CoV2 3CL Protease |     18.66     |
| 1819 |                                 NCGC00385606-01                                 | SARS-CoV2 3CL Protease |     18.66     |
| 1820 |                                 NCGC00167527-03                                 | SARS-CoV2 3CL Protease |     18.68     |
| 1821 |                                 NCGC00169509-02                                 | SARS-CoV2 3CL Protease |     18.74     |
| 1822 |                                 NCGC00380982-01                                 | SARS-CoV2 3CL Protease |     18.75     |
| 1823 |                                 NCGC00381039-01                                 | SARS-CoV2 3CL Protease |     18.75     |
| 1824 |                                 NCGC00380089-01                                 | SARS-CoV2 3CL Protease |     18.75     |
| 1825 |                                 NCGC00167973-02                                 | SARS-CoV2 3CL Protease |     18.75     |
| 1826 |                                 NCGC00345847-02                                 | SARS-CoV2 3CL Protease |     18.78     |
| 1827 |                                 NCGC00485121-01                                 | SARS-CoV2 3CL Protease |     18.79     |
| 1828 |                                 NCGC00380713-01                                 | SARS-CoV2 3CL Protease |     18.81     |
| 1829 |                                 NCGC00160570-01                                 | SARS-CoV2 3CL Protease |     18.81     |
| 1830 |                                 NCGC00167457-02                                 | SARS-CoV2 3CL Protease |     18.81     |
| 1831 |                                 NCGC00179629-03                                 | SARS-CoV2 3CL Protease |     18.82     |
| 1832 |                                 NCGC00378710-01                                 | SARS-CoV2 3CL Protease |     18.83     |
| 1833 |                                 NCGC00402253-02                                 | SARS-CoV2 3CL Protease |     18.86     |
| 1834 |                         NCGC00346826-01&NCGC00346826-04                         | SARS-CoV2 3CL Protease |     18.87     |
| 1835 |                                 NCGC00380986-01                                 | SARS-CoV2 3CL Protease |     18.89     |
| 1836 |                                 NCGC00386776-01                                 | SARS-CoV2 3CL Protease |     18.94     |
| 1837 |                                 NCGC00482591-01                                 | SARS-CoV2 3CL Protease |     19.02     |
| 1838 |                                 NCGC00187598-03                                 | SARS-CoV2 3CL Protease |     19.04     |
| 1839 |                                 NCGC00386335-01                                 | SARS-CoV2 3CL Protease |     19.04     |
| 1840 |                                 NCGC00387840-02                                 | SARS-CoV2 3CL Protease |     19.05     |
| 1841 |                                 NCGC00346836-09                                 | SARS-CoV2 3CL Protease |     19.05     |
| 1842 |                                 NCGC00485285-01                                 | SARS-CoV2 3CL Protease |     19.06     |
| 1843 |                                 NCGC00485340-01                                 | SARS-CoV2 3CL Protease |     19.06     |
| 1844 |                         NCGC00249684-04&NCGC00249684-14                         | SARS-CoV2 3CL Protease |     19.09     |
| 1845 |                                 NCGC00384843-01                                 | SARS-CoV2 3CL Protease |     19.10     |
| 1846 |                                 NCGC00489906-01                                 | SARS-CoV2 3CL Protease |     19.11     |
| 1847 |                         NCGC00016777-08&NCGC00016777-10                         | SARS-CoV2 3CL Protease |     19.17     |
| 1848 |                                 NCGC00385540-01                                 | SARS-CoV2 3CL Protease |     19.19     |
| 1849 |                                 NCGC00510463-03                                 | SARS-CoV2 3CL Protease |     19.19     |
| 1850 |                                 NCGC00024832-04                                 | SARS-CoV2 3CL Protease |     19.21     |
| 1851 |                                 NCGC00387054-01                                 | SARS-CoV2 3CL Protease |     19.21     |
| 1852 |                 NCGC00263548-07&NCGC00263548-19&NCGC00263548-23                 | SARS-CoV2 3CL Protease |     19.25     |
| 1853 |                         NCGC00344583-01&NCGC00485975-02                         | SARS-CoV2 3CL Protease |     19.25     |
| 1854 |                                 NCGC00261094-01                                 | SARS-CoV2 3CL Protease |     19.25     |
| 1855 |                                 NCGC00021394-04                                 | SARS-CoV2 3CL Protease |     19.25     |
